	Conclusion	Stance	Premise	Achievement	Benevolence	Conformity	Hedonism	Power	Security	Self-direction	Stimulation	Tradition	Universalism
202	We should ban telemarketing	in favor of	yes ban it, if i wanted to buy something i would know where to look for it without being bothered with constant calls	0	0	1	0	0	0	1	0	0	0
203	We should ban whaling	against	whaling is an important part of the diet, tradition and economies of many countries, and it is not our place to dictate terms as outsiders to their culture.	0	0	1	0	1	1	1	0	1	1
204	We should subsidize Wikipedia	in favor of	wikipedia is valuable knowledge resource that should not be allowed to go under due to lack of resources and so should be subsidized	1	1	0	0	0	0	1	0	0	0
205	We should adopt a zero-tolerance policy in schools	in favor of	a zero tolerance policy will scare the children into behaving and following the rules.	0	0	1	0	0	0	0	0	0	0
206	We should ban the Church of Scientology	against	people have to right to their own religious beliefs, no matter how odd others find it	0	0	0	0	0	0	1	0	1	1
207	We should adopt libertarianism	in favor of	our country need to adopt the less intervention supported by libertarianism. people need to make their own choice and be responsible for the outcome.	0	1	0	0	0	0	1	0	0	0
208	We should limit judicial activism	in favor of	a judge shouldnt be able to show their personal views.	0	1	1	0	0	0	0	0	0	1
209	We should adopt libertarianism	in favor of	libertarianism is the true path to real freedom and autonomy for all	0	0	0	0	0	0	1	0	0	0
210	We should abolish the right to keep and bear arms	against	the right to carry firearms is a legal deterrent for politicians with tyrannical or dictatorial tendencies	0	0	0	0	0	1	0	0	0	1
211	We should abolish safe spaces	in favor of	safe spaces are for people who don't like to talk about the issues in a civilized manner	0	0	0	0	0	0	0	0	0	1
212	We should ban human cloning	in favor of	humans don't have the right to play god with genetics	0	0	1	0	0	0	0	0	0	0
213	We should abolish the right to keep and bear arms	in favor of	Firearms are typically far more dangerous to the owner and his/her family than any intruder, due to misuse, murder, and suicide.	0	1	0	0	0	1	0	0	0	0
214	We should end mandatory retirement	against	Without a mandatory retirement age available to the employer, dismissal procedures would be likely to begin earlier	0	0	1	0	0	0	0	0	0	1
215	We should legalize cannabis	against	we should not legalize cannabis then more children will get a hold of it	0	0	0	0	0	1	0	0	0	0
216	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms should be abolished because too many people die from gun violence in america.	0	0	0	0	0	1	0	0	0	1
217	We should abandon the use of school uniform	in favor of	the school uniform is outdated and takes away individual personalities.	0	0	0	0	0	0	1	0	0	1
218	We should abolish the three-strikes laws	in favor of	three strike laws perpetuate the for profit prison industrial complex and don't actually address the underlying issues driving people to commit crimes	0	0	0	0	0	0	0	0	0	1
219	We should ban fast food	in favor of	is leading to increased obesity and many health problems.	1	0	1	0	0	1	0	0	0	0
220	We should legalize cannabis	in favor of	as a non-addictive natural substance that is less harmful than currently legal ones such as tobacco and alcohol, it seems that cannabis is still illegal simply due to old prejudices.	0	0	0	1	0	0	1	1	0	0
221	We should ban the use of child actors	against	we must not prohibit the use of child actors because it goes against the right to work. children under the supervision of their parents can develop their artistic talent without affecting their personal growth	1	1	0	0	0	0	1	0	0	1
222	We should ban fast food	against	fast food is great when you need a quick meal on the run and it is more nutritious than snacking on chocolate bars or unhealthy snacks.	0	0	0	0	0	1	1	1	0	0
223	We should ban the Church of Scientology	against	people should be allowed to join any club, cult, religious group they want.  the government should not have a say in what an individual wants to participate in.	0	0	0	0	0	1	1	1	1	1
224	We should abolish the right to keep and bear arms	against	we shouldn't abolish the right to keep and bear arms because it can help stop mass shootings if everyone has a gun	1	1	0	0	0	1	0	0	1	0
225	We should adopt gender-neutral language	against	language changes cannot be legislated, they evolve spontaneously over time. if people want to use gender-neutral language, it will slowly become part of their vocabulary	0	0	1	0	0	0	1	1	0	1
226	We should ban algorithmic trading	against	if people want to use it then it is their choice	1	0	0	0	0	1	1	1	0	0
227	We should legalize organ trade	against	we should not legalize organ trade because then people would be selling their organs just for money	0	1	1	0	0	1	0	0	0	1
228	We should limit judicial activism	in favor of	judges should follow the letter of the law when making rulings and not make up things based on how they feel.	0	1	1	0	0	0	0	0	1	1
229	We should abolish the three-strikes laws	in favor of	Three strikes laws often punish those who have been pushed into crime by their socioeconomic background, which is unjust.	0	1	1	0	0	0	0	0	0	1
230	We should fight for the abolition of nuclear weapons	against	we need to keep our country safe and protected	0	1	0	0	0	1	0	0	0	1
231	We should stop the development of autonomous cars	against	autonomous cars offer the opportunity for people  to spend more time on the things they enjoy doing during their commute rather than having to concentrate.	0	1	0	1	0	0	0	1	0	1
232	We should ban missionary work	in favor of	historically missionaries have interfered in an unhealthy way with other cultures and continue to do so.	0	0	0	0	0	1	0	0	1	1
233	We should adopt libertarianism	against	libertarianism doesn't account for obvious public needs that are better served through collective action rather than each individual competing for resources.	0	0	1	0	0	1	1	1	0	1
234	We should ban the Church of Scientology	in favor of	the church of scientology encourages the isolation of it's members. this may lead to some members essentially being help against their will.	0	1	0	0	0	1	1	0	0	0
235	We should adopt atheism	against	we should not adopt atheism because organized religion instills good morals into people.	0	0	1	0	0	1	0	0	1	1
236	We should subsidize Wikipedia	in favor of	providing subsidies would allow more money to be spent on the editing process thus making wikepedia a more reliable source of information	1	1	0	1	1	0	0	0	0	1
237	We should abolish safe spaces	in favor of	safe spaces only shield people from the realities of the world and thus leave them unprepared.	0	0	1	0	0	1	0	0	0	1
238	We should ban the use of child actors	in favor of	the world of acting is a high pressure, extremely stressful place and children should be protected from it.	0	1	1	0	0	0	0	0	0	0
239	We should ban whaling	against	if people can get food and other products from whaling that helps sustain them, then it shouldn't be banned.	1	0	0	0	0	1	0	0	0	0
240	We should subsidize student loans	in favor of	it's the only way most people can afford college	1	1	0	0	0	0	1	0	0	0
241	We should abolish intellectual property rights	against	intellectual property rights enable people to benefit from what they worked so hard to achieve.	1	0	0	0	1	1	1	0	0	1
242	We should adopt an austerity regime	against	we should not adopt an austerity regime because people would end up with less money to pay the same amount of bills with.	0	0	0	0	1	1	1	0	0	0
243	We should adopt gender-neutral language	in favor of	many people do not feel comfortable with their gender and feel offended when we use inappropriate words	0	1	1	0	0	1	0	0	0	1
244	We should ban private military companies	in favor of	private military companies should be banned because it is immoral to make money off of war	0	0	0	0	0	0	0	0	1	1
245	We should abolish safe spaces	in favor of	people need to grow up and realise the world is a hard place	1	1	0	0	0	0	0	0	0	0
246	We should legalize prostitution	in favor of	Legalizing prostitution would make the profession less dangerous and less hazardous to one's health.	1	0	0	1	0	1	0	0	0	0
247	We should oppose collectivism	in favor of	collectivism is a facet of socialism, communism, etc. and eliminates individual worth	1	1	0	0	1	1	1	0	0	0
248	We should abolish the Olympic Games	against	The Olympic games provides jobs and is a boost for the economy in the host country.	1	0	0	0	1	0	0	0	1	1
249	We should ban factory farming	against	factory farming helps to produce meat at a lower cost thus enabling those on a lower income to be able to purchase meats.	0	1	0	0	1	1	0	0	0	0
250	We should prohibit school prayer	against	in today's hectic fast-paced society, it is freeing to take time to sit quietly and pray. it should be encouraged in our schools.	0	0	0	1	0	1	0	0	1	1
251	We should introduce compulsory voting	in favor of	we should introduce compulsory voting as all citizens need to have their voices heard to make the outcomes of elections more credible and truly representative of the whole population.	0	1	1	0	0	1	0	0	0	1
